id	GSM1248759_con	GSM1248760_con	GSM1248761_con	GSM1248762_con	GSM1248763_con	GSM1248764_con	GSM1248765_con	GSM1248766_con	GSM1248767_con	GSM1248768_con	GSM2627518_con	GSM2627519_con	GSM2627520_con	GSM2627521_con	GSM2627522_con	GSM2627523_con	GSM2627524_con	GSM2627525_con	GSM2627526_con	GSM2627527_con	GSM2627528_con	GSM2627529_con	GSM1248769_treat	GSM1248770_treat	GSM1248771_treat	GSM1248772_treat	GSM1248773_treat	GSM1248774_treat	GSM1248775_treat	GSM1248776_treat	GSM1248777_treat	GSM1248778_treat	GSM1248779_treat	GSM1248780_treat	GSM1248781_treat	GSM1248782_treat	GSM1248783_treat	GSM1248784_treat	GSM1248785_treat	GSM1248786_treat	GSM1248787_treat	GSM1248788_treat	GSM1248789_treat	GSM1248790_treat	GSM1248791_treat	GSM1248792_treat	GSM1248793_treat	GSM1248794_treat	GSM1248795_treat	GSM1248796_treat	GSM1248797_treat	GSM1248798_treat	GSM1248799_treat	GSM1248800_treat	GSM1248801_treat	GSM1248802_treat	GSM1248803_treat	GSM1248804_treat	GSM1248805_treat	GSM1248806_treat	GSM1248807_treat	GSM1248808_treat	GSM2627530_treat	GSM2627531_treat	GSM2627532_treat	GSM2627533_treat	GSM2627534_treat	GSM2627535_treat	GSM2627536_treat	GSM2627537_treat	GSM2627538_treat	GSM2627539_treat	GSM2627540_treat	GSM2627541_treat
FOXS1	0.42531121	0.765417813	2.25657641	0.21072647	1.68934709	-0.426671561	-0.211852209	1.93674107	2.5119674737	1.7401975665	3.106099532	3.48651312	3.16817648	3.6668783	2.98560725	2.47403832	2.23340941	2.89827	2.18506204	3.0525569	3.803039598	2.22925212	3.80650457	3.56493606	2.70749638	4.12713817	3.46461638	3.009708763	4.6301402566	3.42742207	3.719366452	4.054252331	3.66419932	3.36714771	2.828200198	2.39600169	3.2670678	3.14201632	3.85130242	3.40842052	3.02985568	3.015543967	4.68683108	4.42451957	4.324043101	3.72720085	3.649917854	3.516411584	3.21421262	3.709669315	4.72867032	3.58279959	3.271285439	3.87279514	3.99221102	3.97322993	3.214333764	4.26907774	4.42387782	4.565880086	4.4448001118	4.06327211	3.5222049	3.89667503	4.19737216	2.86291468	3.2230051	3.17580074	3.6312114	3.43878963	3.66065848	2.6902395	3.96385922	2.42587089
SLC7A5	4.71987659	4.564005245	4.61327253	4.59056114	3.6082227	4.609037064	4.775966625	4.54695967	4.5640052448	3.5418976984	4.125758352	3.97314836	3.29165362	2.98134458	3.69496712	2.95288532	3.20709396	2.745434	2.92870825	3.7651515	3.031266061	3.10652576	2.68852848	2.71688055	1.80088727	1.86533457	2.42536781	3.728511979	1.4645016408	4.26151612	1.860704951	2.285082165	1.92660899	2.47190482	2.586040076	2.560128564	1.90370712	2.99494268	3.12374507	2.216373318	2.11587656	2.329112051	3.19121921	3.48697886	2.270223391	2.5715445	3.263508607	3.310716692	2.592461408	2.190648616	2.65089105	3.20408111	2.682160014	3.04216279	3.39067408	2.90085351	2.734461845	2.84347743	2.56532459	2.739623069	3.6635207195	3.19227986	2.2020435	2.7983654	2.65823159	3.17669807	3.6181742	3.32527509	2.50733878	2.66098821	3.0370214	3.00623102	1.72409432	2.18195787
CX3CR1	0.7607886	-0.283252668	2.60727737	1.91452832	1.67323566	0.45871835	0.523783295	2.06098224	2.0441732152	1.6223727754	1.733049138	2.55918476	2.75847291	2.42104692	0.33064654	3.93568455	1.71584855	1.314063	2.02285804	2.4786863	1.726234513	4.81802163	3.76765653	4.49865836	4.33321626	4.37124419	3.9850184	2.831416705	3.8283015363	3.9512151	4.022338266	3.334908607	3.50449147	3.26965586	3.454879845	3.27492831	3.69943753	4.58108127	4.35929595	3.790353461	4.83069682	4.276411268	2.74182301	3.19123623	3.491305716	2.70676743	2.420004706	1.512344367	3.242602694	3.285721724	3.54081111	2.89672442	2.216485803	2.3785135	1.56467751	3.21421449	3.11489981	2.71754174	3.003246434	3.578116442	2.3169857885	2.9467949	3.4391589	3.34658464	3.11225356	2.99224599	4.2906961	4.71463654	3.7933989	3.93259276	3.40563265	2.90562245	3.32610739	3.28743961
CXCL14	2.36014444	2.141048459	3.55369485	1.24352782	1.73466723	2.782457943	1.95025279	2.28214179	1.5938666365	1.629371735	2.505514541	3.19530173	2.38958212	2.93855013	2.49675597	2.80225139	2.39723506	2.464294	2.92210793	2.6304152	3.018260276	2.77127158	2.65560055	3.83793223	5.3862742	4.23838461	3.44881038	4.614797504	4.4582342941	2.58089049	3.805841427	2.428609868	3.19337416	3.79596598	1.922873744	4.587112392	3.28548001	4.22475612	2.80379757	3.164412093	3.42057699	3.252743713	2.41407501	3.77904526	3.577722255	3.46008826	4.226609695	2.6919223	3.305160214	3.784708817	4.21276785	4.14088364	1.569822015	3.84511861	3.3971921	4.19109058	3.949264559	5.13050447	2.647563266	3.369516645	4.1761994352	4.38081914	3.8570841	3.24852237	3.99916417	2.72485875	4.0188346	4.36794189	3.9628042	4.69962754	3.22172571	4.09742232	3.2093477	4.82143499
FPR1	6.7347441	6.846359378	5.65915676	6.23332109	5.86356615	6.866505901	7.066379151	5.75057762	6.0618855732	5.6912081121	5.580598516	4.18878864	5.25746603	6.74290304	3.89723911	4.60279542	4.26363523	4.39233	3.84658871	4.7681916	3.957908453	4.51119153	3.84770781	5.06430765	4.06867522	3.99273708	4.85917565	3.936399961	3.6560256105	5.06535191	3.685719179	3.838529939	3.3189978	3.88937514	4.702623435	5.237359223	3.96241026	5.47537143	3.01498382	4.306177622	4.25150313	3.75823574	3.36357879	4.6829662	4.080196195	4.36444659	3.698858615	2.6936033	4.30946389	2.918252838	2.554846	4.5443983	3.355978544	3.5935554	4.65695396	5.30621262	3.984195822	3.68205054	3.091614133	2.761147924	3.5844846429	4.50478753	4.2047925	3.64804715	4.00326084	4.69155534	4.396692	4.39848718	4.5992886	4.51268832	4.3072011	4.60961673	2.68573466	4.41757012
IL1R2	6.54415477	6.383839571	3.72730851	4.72187555	5.28853413	6.383839571	6.697738986	3.70794685	4.4188495384	5.1174374097	3.557927558	3.0712356	3.4538375	3.21842906	2.83575062	4.18235652	3.58948931	2.461402	1.42303107	2.696247	2.560250646	2.45297376	2.70078382	2.92560949	3.08592117	1.82792037	3.08328332	2.953503165	2.122775416	3.18056663	2.178751818	2.243702244	1.87244931	2.25547862	2.243394532	1.430197287	2.16918162	2.76808568	2.45413103	2.338502149	2.85571054	2.257503285	2.42457037	2.55114297	2.633391184	2.06346491	2.651690981	2.624418272	2.761734904	1.964112673	1.23555212	2.96679932	1.787909259	2.61673957	2.34047355	2.13046348	2.516878624	1.79393897	2.791703784	2.181041773	1.9671017957	1.67519145	3.6814793	3.77993356	2.69255639	1.6486839	2.4887387	3.70756903	2.71136186	3.4821698	2.93872363	3.67846175	1.98243729	2.10490332
COL22A1	0.03476908	1.510290602	2.39384253	4.08831108	1.37116128	2.244753446	1.016329438	2.92180998	4.0505565133	1.5102906025	3.139227067	2.01447814	3.27829651	3.21290128	2.00716102	2.16434857	3.19124169	2.490393	2.36067241	3.1167261	3.093443826	2.31453073	5.18259611	3.08358501	3.60375425	3.51327456	3.72532841	3.641972598	1.7770100476	4.01088164	3.45991	3.822391896	2.70378567	2.34069807	4.733545763	2.527828216	2.98991464	2.28468843	3.45942874	1.89610394	4.08271592	3.903760714	3.92768715	3.82703066	3.644131683	4.27724726	4.810806886	4.339892297	3.893887701	4.007545658	4.5954422	3.66487101	5.439762161	4.2469709	4.51062183	3.61543422	4.841859373	3.23958673	4.173376449	4.638185879	4.2887524404	3.35350454	5.726073	4.20107829	3.46650736	3.84391717	3.3779284	3.55355461	4.60552066	4.57129445	2.84017482	4.0927138	5.1143094	4.06200865
PRRT4	3.23250531	3.6090153	3.45800148	3.67175483	4.39783869	3.357938425	3.52665729	3.57992176	3.857680321	4.2475900863	1.489398381	3.00336191	3.00866173	1.35994435	3.70697873	0.47471359	2.8047419	2.246782	3.6668393	2.9474807	3.349833332	3.17103562	2.42867947	1.96251376	1.70988851	4.00409348	1.71602055	1.539508069	2.8483475437	3.57992176	2.326648212	1.502434087	2.16609743	2.06885492	1.485632466	1.633199297	1.96409751	3.23596377	0.95216225	2.301865502	2.60516021	3.315628315	0.7327603	1.23562261	0.897379186	0.62092485	1.398481309	0.663025682	1.662432949	2.340807609	0.62459575	1.20346359	1.296327841	0.52571365	1.23038996	1.54424738	2.270208688	1.42386046	0.525713655	1.05943515	0.6245957521	2.13358855	2.0925931	1.23245854	2.27890941	2.86842331	1.6557195	1.77728409	1.57809812	0.26378225	1.41630544	0.63592439	0.85013115	2.70806495
TLR7	0.67064808	1.01947732	2.68951767	2.29655059	3.39141037	0.910721069	0.576324758	2.18971389	2.110294395	3.4408653324	3.106038492	3.12629293	3.92429606	3.55694297	2.58315409	2.3874399	3.26382954	2.356822	2.7608427	3.1734392	2.018797187	2.16251046	3.65093918	4.85219252	3.28703934	4.42822774	3.36547326	3.337232298	4.1692533277	3.25201811	3.348909443	2.869422431	3.52083953	3.63224284	3.471279263	4.038866031	3.55790697	4.15704104	3.44443456	4.201472662	4.30528198	4.240061118	3.26626101	3.80974934	3.453348813	3.54960591	3.545502587	2.812153283	2.882173464	3.091570668	3.39015507	4.21926597	2.70213142	3.43776674	2.151698	4.287954	3.405823218	3.19537253	3.576635426	3.651330918	3.1483805795	3.21735965	2.8223216	4.44493462	2.62537532	3.13950285	3.4603494	3.86077963	4.13277818	4.49498934	2.39878091	3.98601522	3.26481852	4.10347824
MYOM3	2.58862078	2.500783541	0.89004744	1.49507253	2.16719105	2.19030647	3.059819727	0.64479495	2.7098690013	2.7844348173	2.644111055	1.48379832	2.94911208	3.69361239	1.78475753	2.13647457	3.18644704	3.104583	2.67404518	3.0223435	3.598581427	2.63004241	2.9164737	2.95408012	2.95925703	3.00503251	2.49808883	2.977479605	2.694566554	3.23248678	3.512404928	3.814585688	3.28951928	3.24560712	2.671583576	2.525491225	3.26685259	2.76216376	3.17478015	3.380715817	2.6860553	2.92677167	4.72413237	4.45125707	3.928456685	3.51556845	3.657878076	4.457595453	4.117775812	3.525643249	4.19413112	3.79808744	2.869842282	3.74191218	3.48536533	3.45334213	3.168602047	3.61014844	4.605221755	4.042925741	4.6470339006	3.54582294	3.6030646	4.73758668	3.6707317	4.22764178	2.7715832	3.12575953	3.68549171	3.60776359	3.81258565	3.37387859	3.68566335	2.93084961
MTHFD2	3.84147831	3.376812788	2.83350558	2.47963703	2.70045694	4.18748307	4.010649028	2.77169603	2.6884793096	2.7639802192	2.408245467	2.8552762	2.58225508	3.32939564	2.82090284	2.07407566	3.06684916	2.910913	2.8597745	3.5484371	1.87264414	3.82249346	2.27261202	2.18622639	2.08283141	2.41485209	1.63227372	1.578471824	1.6439559394	1.07721028	0.733552903	0.983080488	0.51538884	0.18387191	1.87510828	0.990672587	1.49440536	1.85168641	1.93524319	1.904165505	2.29437241	1.961945539	2.99806208	3.02946887	1.877028379	2.06929767	3.008789193	3.053922689	1.326905074	1.162200069	1.7710083	3.25715331	1.93444595	3.33511463	1.94731966	2.15924108	1.967187709	2.55751054	2.974875799	3.116216473	3.2699322129	2.26234161	1.276067	1.75090668	1.03362259	0.81230746	2.6315435	2.46322611	1.78576555	1.83987347	1.28861314	1.64724325	1.60030004	1.3280235
SLC25A37	3.9961919	3.803389605	5.39872623	5.33184327	3.90804633	4.48890048	4.171427933	5.34590188	5.2766958272	3.7779613726	2.518642424	4.27663166	3.15174454	3.59662	2.49206337	4.75377831	4.59650901	3.994866	2.97967453	4.282981	2.282430503	5.35204885	3.1254214	3.14979431	2.70833973	3.15836445	3.17464245	3.189383602	2.9094576276	5.21912392	2.627137908	2.896188089	2.98635814	2.93331406	2.413590283	2.798814453	3.51588984	4.86758926	3.20972202	3.06105038	3.50086816	2.719364157	2.64355881	2.54529723	2.64829409	2.98157993	1.930543786	2.649351849	2.171142396	3.239307071	3.05212472	2.78164654	2.262235493	2.97046892	2.90217043	3.80193966	2.928807029	3.2913053	2.524347758	2.842065305	3.0118440932	3.56525305	2.3778883	2.8485572	1.56453968	3.61867284	2.9924263	3.27762465	3.10343926	3.01020412	3.03317638	3.18310139	2.72352011	3.60121952
PIM1	2.93648266	3.120134975	4.35911539	4.46587979	3.87315217	2.948228899	2.955079558	4.22242046	4.3393888869	3.9061376204	3.992175021	4.414209	3.64201255	3.26908786	4.0816424	3.30112888	2.53186211	2.30297	3.68435132	3.7923102	1.063572951	4.06954725	2.15979461	3.40267393	2.88654091	2.52601402	3.92705555	1.895715073	2.6050400873	3.60066414	2.732735528	2.646361597	2.39014808	2.55582604	2.478152732	2.896314686	2.98063248	3.6468118	2.35064643	2.577271833	3.15278545	3.317794649	1.74669743	2.64249705	1.689727179	2.21469126	2.378769996	1.946955051	1.484490249	1.637837766	2.07515177	2.85623252	2.063233794	2.90879779	3.09692848	3.0610295	2.882911846	2.71693065	1.966683595	2.343194335	2.4217060242	2.41340087	2.4088545	3.56877727	1.59139383	2.30620468	2.2545499	2.15241307	2.22318023	2.2568888	2.75445431	1.1244226	2.79314483	1.44448594
FLRT3	0.45847338	-0.009059345	1.85593767	1.12774029	0.91459152	0.716601856	-0.353953176	1.99420829	1.5058812004	1.2608801715	0.916607126	2.94220832	2.87129211	0.74025082	1.45859572	1.84642971	0.68742745	1.268213	3.4800538	2.4737563	3.028001313	2.17721206	3.36012931	3.72105689	2.2762453	1.85193793	3.19264061	2.388212523	2.8428551205	0.79135963	2.730769038	3.145957334	2.34594385	2.14563887	2.189601182	1.278048769	1.99441749	1.57180242	3.45352263	1.592985933	2.71279797	4.100195251	2.2840174	3.84073719	2.83918287	2.95358036	3.739370757	2.562429882	2.811426761	3.617419637	4.81864864	4.0122465	2.980820425	2.04303109	4.15647513	2.82023927	3.420714662	1.95493237	3.735008095	3.284128842	4.9162054415	2.41579545	2.5122348	2.85723445	4.20674719	2.60639991	3.7706269	2.67571231	0.6596365	3.01264637	3.23953952	2.75630003	3.77951133	3.26687689
ARL4C	5.28934568	5.252499235	4.45053243	4.03828489	3.28321192	5.549729599	5.686453982	4.37193934	3.8483729333	3.4590873521	5.309826665	5.80190605	5.23953245	3.50731025	4.59220868	4.383395	3.99290953	3.560082	4.38260075	3.5222457	2.329234046	4.64259611	3.58633834	4.79555214	4.5603521	2.66296621	3.63426494	4.531808434	3.8531719423	2.35691623	2.636542509	2.531042706	2.4235294	2.61701996	3.593673719	4.363945239	3.73499849	3.43612609	3.37360249	2.786190238	2.93048083	3.35941917	3.50645174	4.35007713	2.733444037	3.36047734	4.037444486	3.452183267	3.056021011	2.766845348	2.44767001	4.10435445	3.067466574	3.81208845	3.40734186	4.40724121	3.560931192	3.8474181	4.162578169	2.763705023	3.6479320002	2.46635615	3.2750332	3.36611084	3.13701468	2.83237028	2.884366	3.16732114	3.02359379	3.20657977	2.79404742	2.24094257	3.30944916	2.55630768
ADAMTS4	6.87492057	6.400366253	2.85973436	4.30049874	3.29151569	6.829426956	6.87492057	2.67644701	2.7838930387	3.0426086339	4.774277839	4.49617137	3.93977457	4.37518854	5.17399027	4.13570931	3.42063142	3.335599	3.56906023	4.353767	2.516372149	4.59260041	2.39679635	3.8880613	3.70245417	2.82113436	4.74794493	3.361972011	2.7460703911	3.10758578	2.213217252	2.689592912	3.0794447	2.10568175	2.265628301	3.004354213	2.24938912	2.42172646	3.11358301	2.931471125	3.06663149	2.505392817	3.04164597	3.69066592	3.493588163	3.03976999	3.318205513	3.51082691	2.949024008	2.66569821	3.14301911	3.79432536	2.324100325	3.53728865	3.49266677	3.5851966	2.889094667	3.48510029	4.062347254	3.539184637	3.7428553106	2.84551818	2.4753469	2.98830691	2.80464145	3.12482418	2.9430527	2.19983983	3.28655647	2.84364235	2.46232118	2.29575012	2.96848948	2.41405435
EREG	4.75725825	4.763304748	2.88993449	4.56406815	4.14139943	4.965466535	5.325735188	2.88068156	3.4383427939	3.8458907717	2.361016283	2.26212168	2.29348789	3.73682713	3.8671413	3.44497585	2.48088937	2.991094	2.49304712	2.7540903	4.166383743	3.18351274	1.56261472	3.47695542	2.12538962	1.88123957	2.51561275	2.165643041	1.8330356351	0.97424261	1.533580198	2.165005588	1.09195717	2.57651578	2.392975356	2.035518291	2.13012365	2.46673966	3.24141279	3.057320649	1.5655521	1.973255061	2.49405543	2.60630373	4.21066922	2.4994767	2.209900371	2.320218133	2.23527981	2.852815411	3.32122981	3.01405746	2.371224384	2.57962249	2.49711568	2.288962	2.372741422	2.10134252	3.675491588	2.963780647	2.9976839307	3.53689562	3.1076969	1.65889142	3.12643273	2.47735992	2.7642484	1.98077323	3.07186495	2.45652265	2.92721368	2.18379189	2.73390488	2.14079852
PRTN3	3.6429996	3.884845726	6.34409554	6.72293741	8.3503931	2.903094497	3.820930666	6.5038444	7.0546606255	8.3503931	3.308298806	3.51817236	3.34388207	3.50220628	2.95660635	3.12183052	4.48305092	3.325817	2.69045216	4.7175025	3.122206529	4.36235212	6.44577793	1.73199225	1.87308897	3.5010531	1.50283968	1.721164027	2.1885956234	6.34409554	2.259279214	2.837676186	2.05826463	2.96355156	2.394853413	2.665699955	2.38019299	6.17653905	2.28254841	2.040609933	2.35590437	1.781403437	2.2136318	1.54774675	2.14216397	2.70626309	2.114510532	1.986416467	2.805325267	3.021508872	2.46580851	1.99518983	2.297089543	1.88037285	2.21102803	2.3865976	2.865746642	2.59880288	1.7806013	2.402550121	1.7922162512	4.14258522	3.6099013	2.82133246	2.97039603	3.96582806	2.5196751	3.1238995	2.53300969	2.78038545	1.47491051	2.72898829	3.15215741	3.14955894
RASSF9	0.5594923	0.42297633	2.3231169	-2.65351696	1.89766409	1.532075566	0.864390596	2.00734286	-3.2984512995	2.0250639893	2.774928755	1.1051367	3.24439622	2.08823601	1.50521348	0.91070724	2.21595395	0.9702426	0.12300432	3.123765	2.047280496	1.6550802	3.2144335	3.95120962	3.68650575	3.87664184	3.14512141	2.887432712	3.4989531932	2.78497796	3.169184413	3.027223411	2.85856159	3.18123208	3.008569954	2.568349761	4.02680034	3.46548654	2.80932666	2.547552077	2.32500528	3.510260322	2.40914253	2.39728965	2.538963906	2.85217042	1.227209586	1.345124176	1.618222812	4.092750127	2.31103014	1.36737303	2.513884448	1.93240575	1.92866744	3.09243789	2.141679015	2.41860349	2.179128735	2.235248453	1.6532928234	2.23930711	3.7203418	2.80195719	1.97578477	2.3895647	2.4419441	2.61741731	2.41796146	3.79737867	3.41634875	1.90348599	2.07203203	2.76860712
RGL4	3.63375763	3.670931576	5.69195181	5.63004547	7.106496	3.494670379	3.323516913	5.69195181	5.7256593314	7.1064960002	3.959267377	3.51911596	3.81170527	3.56419227	4.27615312	3.7677825	3.8713428	4.018253	3.19981059	3.0712338	4.644930123	3.75415098	4.53371541	3.00938135	2.88267229	3.06730164	3.06175166	2.13373128	2.2765476974	5.67759293	3.798738199	3.359404865	2.81346469	3.06191643	3.401221952	3.095443084	2.98742799	5.85210969	3.01487566	3.457256466	4.53232943	4.033655135	2.29497254	2.64440352	2.124651003	2.62500089	2.320695794	1.925422455	2.358512318	2.918083446	2.44682808	3.66098846	3.331712498	2.2107675	1.92268164	2.70179485	2.771454646	2.09655252	2.244628128	2.833959446	1.8543381834	4.64216122	3.15825	2.6929193	3.77246053	3.53312734	3.0097264	2.90904514	3.26295785	2.45704491	3.1640608	2.85782683	3.20199792	3.17756604
NFIL3	6.22301713	5.829753158	4.27296652	4.79235018	4.66334312	6.309715056	6.497814774	4.11869546	4.0949395045	4.6788206804	4.051204765	5.2013208	4.02627387	4.43788261	3.86109791	4.3468077	3.6984112	3.075611	3.4262349	5.2893178	1.710193187	5.53837959	3.12486173	5.82975316	4.6906126	3.53235401	5.44257139	3.53649409	3.8405800851	3.59681797	2.363046981	2.149998067	3.07280434	2.39057942	2.278710105	3.458134393	3.72617014	3.57883546	3.87305123	3.724550771	3.60065771	2.71105891	2.61270798	4.36615777	3.850629114	3.23222551	3.478961795	2.908635672	2.237123991	2.270615849	2.35354222	3.18790156	2.172851576	3.4282937	3.75959272	4.00108612	3.410450454	2.91155463	3.297775744	3.634690053	2.9745011744	3.1044871	2.7986854	4.50956777	3.69066542	3.13871888	3.523793	4.102764	3.31623276	3.34560397	2.13985998	2.72727088	3.98854641	2.63113296
NMNAT2	1.51834073	1.247854032	2.12056877	1.94407417	1.44457052	1.801426309	1.407417078	1.48027002	0.2782991334	1.6771677694	0.931488466	1.87958897	1.91495714	1.85454192	2.42657432	1.698033	1.76820445	1.878086	1.51344825	1.6928698	1.823153981	1.68164648	3.18397222	2.21985023	3.95399574	2.24363347	3.96259213	2.461322323	2.5113272028	2.11867584	3.312511232	3.517068699	4.21794839	2.31871359	3.402168645	2.832154144	2.09912313	2.9305677	2.38786245	3.909288553	4.02904779	3.281390071	2.41015694	1.7363125	2.443226116	1.73641947	1.912425508	1.836532961	2.122213383	3.100612253	3.08641562	3.1109091	2.3379268	2.30355479	1.48144044	2.44371739	1.584822024	0.87760328	2.21980202	2.500679093	2.7681803385	0.48487334	2.2095666	2.14876432	4.21360335	3.05102513	1.6889637	4.68095331	2.515491	1.90517983	2.05672097	3.79457896	3.92130765	3.15316991
GADD45A	5.48075745	5.455156778	3.63903213	3.8572322	3.81580327	5.498296903	5.813500984	3.53770905	3.6846068464	3.7435766343	3.24906297	3.82210486	2.98944458	2.32193062	3.01046236	4.3142245	3.1980967	2.69714	3.05155353	2.6700769	1.78122739	5.54452015	2.2368975	4.00127057	3.8572322	2.79432981	4.04687476	3.544245013	2.7139215443	1.91763083	2.264121726	2.174334789	2.56269813	2.32248444	2.773213378	2.758548115	2.86516256	2.07566023	2.96616121	2.522884184	2.68565886	2.765487732	2.28073965	3.87456017	2.48529184	2.30538965	2.552867165	2.630479576	2.193207265	1.676981059	2.23931463	3.13386874	2.221077958	3.37866649	3.0799095	2.72388397	2.83778951	2.62730212	2.96488212	3.07551929	2.5200976826	2.31526424	2.4779138	4.5447098	1.95360654	2.49724466	2.5420219	3.27020744	2.87614609	2.82799538	2.74116496	3.35284036	2.68058723	2.96689942
NEIL3	2.79904695	2.456471489	3.88345068	3.43526383	4.56903743	2.621633204	2.395662058	3.6491596	3.6041847575	4.4389384275	1.890839206	2.36557316	1.67882704	1.35366283	1.53392061	2.65298892	1.64077281	1.516338	4.9768014	2.9915218	1.981789308	2.85357926	0.73438113	1.73524826	1.32447507	1.73859343	1.78862024	1.430917845	1.4697759837	2.336875	0.737914628	0.948728156	0.89402487	0.8999142	0.920248403	0.68773473	1.65264477	1.71773886	1.25489421	1.849492817	0.90587153	0.737914628	1.72086586	1.59723998	0.707949333	2.46396227	2.490516847	2.741205038	0.721865033	1.328175443	1.03362472	3.3336654	1.169089174	4.07163127	1.40021451	1.71931796	2.028963786	3.04284418	3.045374713	1.874478519	2.9983631361	2.26270103	1.6184111	0.96700473	2.23232917	1.63090293	1.5638233	1.05653167	1.9346211	1.43197188	2.43006869	1.50173235	2.05838406	2.40843641
FCER1A	0.47563888	0.61681103	4.08197357	3.52687591	3.03398209	-0.832033004	0.246999942	3.87059727	3.8987943161	3.0307484132	2.984754526	2.40251859	3.1214829	2.80048587	1.7404132	2.25490823	3.12092227	1.846443	2.42777601	3.2543029	2.652290301	1.46054289	3.86479713	4.33613266	3.76076682	3.19991754	4.02200957	3.228498541	2.8901298224	3.17321209	3.247503817	3.086545722	2.31708238	3.4578924	3.207191518	1.756872735	3.34346181	2.70531552	4.68508915	3.343142066	4.03333148	4.105411936	4.07149385	4.50669783	3.72675979	2.37524044	3.022912956	2.562111116	3.757114131	3.036481101	3.58683563	5.02171593	2.554017452	3.45131202	2.40207145	2.85952665	3.969561283	2.83196214	4.797265551	4.22115831	3.3744696924	3.00479648	3.4978198	4.11888277	2.72991905	3.08973079	3.7212932	4.00925438	4.83427491	5.00075415	3.30279021	4.30267457	3.34343428	3.89386455
ARG1	5.67859424	5.841040987	5.84104099	5.80336525	6.2280909	5.167090991	5.247394173	5.84104099	5.8033652497	6.0240446346	3.868620006	3.23123081	3.90332151	3.12138774	3.48797492	3.2105302	3.22129367	3.529487	3.53293536	2.7814513	3.278046296	2.07326091	4.02868138	2.12717069	2.33326343	3.17463928	2.45916975	2.295481431	2.7176380054	5.89195649	2.834547952	3.359487324	3.36257705	3.81276135	2.461453384	2.666466927	2.64446448	6.20066709	2.73969776	2.759021495	3.86245482	2.495707176	2.34104546	2.38666978	2.746477688	2.4557139	2.422956321	2.597303583	3.188698193	3.256321596	2.93724627	2.40106762	2.298957424	2.38635139	2.80603294	2.05102895	2.828113662	3.25482433	2.508842359	2.12717069	2.5587275178	4.89509014	4.0063696	3.69087127	3.86641429	3.97348638	4.1987568	4.22522545	3.45691646	3.09455663	3.72546848	3.84383184	3.24815024	3.54694009
CSN1S1	3.51417994	3.797207728	3.08667746	3.55136267	3.56323314	3.276167931	3.723540336	3.59694983	3.7310442369	3.3932793789	3.225911476	3.23358558	2.93843534	3.32941869	2.28722738	2.68512392	3.00755848	2.43418	2.53237836	3.6200863	2.524138286	2.20788908	3.13969297	3.13533094	3.20731146	2.66610222	2.73561603	7.508974052	2.9517835644	3.02444132	2.92645569	5.461555452	3.33678478	4.00726113	6.305768338	4.469531562	3.79090421	3.65789511	6.27302505	5.426963454	4.89662224	3.366177361	4.86165469	3.08920979	3.927610079	4.49255023	5.051040497	4.157535308	6.033462255	3.661723885	3.26588179	4.23905585	3.388842695	4.24786799	3.46231774	3.17404982	3.72614681	4.4764007	4.175332359	3.380839551	4.6888926337	3.86542259	3.7573673	5.44649295	4.38849711	4.09387456	5.2303077	5.58989779	5.28690561	5.40328221	4.56885156	5.2704248	6.32183242	5.59595764
SLC36A2	-0.05978494	0.149370637	1.39165134	3.13445762	0.89540154	1.011526451	0.543647596	1.47628083	3.1777066561	0.8116012853	2.451120413	2.09579879	2.82721712	3.20499175	1.19705382	2.3105213	2.81591064	3.312687	2.35827563	1.868468	3.418764177	1.89844629	3.94935015	2.29496555	2.43518046	2.94574025	2.94781186	2.396519854	1.0886921961	3.68725967	2.669492867	2.996913451	2.59241213	2.30708802	4.134339673	1.533354502	2.67483592	1.0567596	4.14729257	1.44927255	3.78026989	3.061763303	2.61238302	2.61667896	2.603417199	3.5734499	3.472635465	3.269819633	3.220087344	3.368804023	4.11870704	3.27726475	5.420664277	3.84086955	3.61302141	3.03601648	3.813381528	2.71194674	3.819212968	4.040426862	3.6990461759	2.29939548	3.0314807	2.67505305	3.3017039	3.6006571	1.6300247	2.5162707	2.16889984	3.13527478	2.05091654	3.73541686	3.31033002	3.55548023
RHBDL2	0.5834376	1.400247997	1.97613634	3.53881477	1.37086315	2.434297222	1.31449893	2.72814298	3.7317514155	1.3748182291	3.021649215	2.04145291	3.00004124	3.07743113	2.70082622	2.43965102	3.00380523	2.821897	2.28546273	2.2813141	2.7396687	2.45827967	4.03939224	2.72019146	2.72108179	3.23912453	2.67232549	2.692806606	1.6266413173	3.84631229	2.370084811	3.032282374	2.00864381	2.35091563	3.900374733	1.816648282	2.85607823	1.04025582	3.1712118	1.486252144	3.71506226	3.281006324	3.370709	3.86013206	3.310394364	4.26814332	4.664569942	4.277931212	4.038240211	3.510204424	4.48569183	4.20885485	5.176536858	4.80804366	4.19227219	3.72974096	4.764765026	3.74592866	4.821960924	5.088584738	4.3886712911	2.87919549	5.639765	4.11218326	4.23520953	3.17787222	2.2851428	2.51003246	3.24346147	3.0117059	3.59037431	3.51889876	5.04492906	3.52701429
